ORDERNUMBER,QUANTITYORDERED,SALES,ORDERDATE,PRODUCTLINE
10211,22,8,1/15/2018 0:00,Classic Cars
10225,46,8,2/22/2018 0:00,Classic Cars
10238,22,8,4/9/2018 0:00,Classic Cars
10252,38,8,5/26/2018 0:00,Classic Cars
10264,47,8,6/30/2018 0:00,Classic Cars
10276,48,8,8/2/2018 0:00,Classic Cars
10287,40,8,8/30/2018 0:00,Classic Cars
10299,32,8,9/30/2018 0:00,Classic Cars
10310,49,8,10/16/2018 0:00,Classic Cars
10319,43,8,11/3/2018 0:00,Classic Cars
10331,41,8,11/17/2018 0:00,Classic Cars
10343,30,8,11/24/2018 0:00,Classic Cars
10355,28,8,12/7/2018 0:00,Classic Cars
10363,43,7,1/6/2019 0:00,Classic Cars
10378,41,7,2/10/2019 0:00,Classic Cars
10390,30,7,3/4/2019 0:00,Classic Cars
10103,31,3224.31,1/29/2003 0:00,Trucks and Buses
10114,32,3667.52,4/1/2003 0:00,Trucks and Buses
10126,43,4141.33,5/28/2003 0:00,Trucks and Buses
10140,26,2829.58,7/24/2003 0:00,Trucks and Buses
10151,27,3068.55,9/21/2003 0:00,Trucks and Buses
10164,24,2634.96,10/21/2003 0:00,Trucks and Buses
10175,22,2436.72,11/6/2003 0:00,Trucks and Buses
10184,46,4607.36,11/14/2003 0:00,Trucks and Buses
10194,37,3598.99,11/25/2003 0:00,Trucks and Buses
10207,49,3964.1,12/9/2003 0:00,Trucks and Buses
10217,21,8,2/4/2018 0:00,Trucks and Buses
10229,25,8,3/11/2018 0:00,Trucks and Buses
10245,37,8,5/4/2018 0:00,Trucks and Buses
10259,45,8,6/15/2018 0:00,Trucks and Buses
10270,32,8,7/19/2018 0:00,Trucks and Buses
10281,29,8,8/19/2018 0:00,Trucks and Buses
10291,26,8,9/8/2018 0:00,Trucks and Buses
10305,28,8,10/13/2018 0:00,Trucks and Buses
10313,27,8,10/22/2018 0:00,Trucks and Buses
10324,20,8,11/5/2018 0:00,Trucks and Buses
10335,44,8,11/19/2018 0:00,Trucks and Buses
10348,42,8,11/1/2018 0:00,Trucks and Buses
10358,41,8,12/10/2018 0:00,Trucks and Buses
10371,26,7,1/23/2019 0:00,Trucks and Buses
10382,26,7,2/17/2019 0:00,Trucks and Buses
10411,26,6,5/1/2019 0:00,Trucks and Buses
10425,41,6,5/31/2019 0:00,Trucks and Buses
10107,20,1858,2/24/2003 0:00,Motorcycles
10120,22,2461.36,4/29/2003 0:00,Motorcycles
10133,23,2642.01,6/27/2003 0:00,Motorcycles
10145,33,3098.7,8/25/2003 0:00,Motorcycles
10168,28,3244.36,10/28/2003 0:00,Motorcycles
10188,44,4351.16,11/18/2003 0:00,Motorcycles
10210,46,8,1/12/2018 0:00,Motorcycles
10223,21,8,2/20/2018 0:00,Motorcycles
10235,41,8,4/2/2018 0:00,Motorcycles
10250,31,8,5/11/2018 0:00,Motorcycles
10263,31,8,6/28/2018 0:00,Motorcycles
10275,23,8,7/23/2018 0:00,Motorcycles
10285,37,8,8/27/2018 0:00,Motorcycles
10297,26,8,9/16/2018 0:00,Motorcycles
10308,24,8,10/15/2018 0:00,Motorcycles
10318,47,8,11/2/2018 0:00,Motorcycles
10329,45,8,11/15/2018 0:00,Motorcycles
10340,55,8,11/24/2018 0:00,Motorcycles
10353,46,8,12/4/2018 0:00,Motorcycles
10363,50,7,1/6/2019 0:00,Motorcycles
10375,37,7,2/3/2019 0:00,Motorcycles
10387,44,7,3/2/2019 0:00,Motorcycles
10401,49,7,4/3/2019 0:00,Motorcycles
10416,45,6,5/10/2019 0:00,Motorcycles
10108,27,1173.15,3/3/2003 0:00,Motorcycles
10122,31,1384.46,5/8/2003 0:00,Motorcycles
10135,33,1327.59,7/2/2003 0:00,Motorcycles
10145,31,1109.8,8/25/2003 0:00,Motorcycles
10159,35,1239,10/10/2003 0:00,Motorcycles
10169,26,1035.58,11/4/2003 0:00,Motorcycles
10180,34,1545.64,11/11/2003 0:00,Motorcycles
10190,46,1517.54,11/19/2003 0:00,Motorcycles
10211,41,8,1/15/2018 0:00,Motorcycles
10224,43,8,2/21/2018 0:00,Motorcycles
10237,26,8,4/5/2018 0:00,Motorcycles
10252,36,8,5/26/2018 0:00,Motorcycles
10264,20,8,6/30/2018 0:00,Motorcycles
10276,27,8,8/2/2018 0:00,Motorcycles
10285,37,8,8/27/2018 0:00,Motorcycles
10299,24,8,9/30/2018 0:00,Motorcycles
10310,36,8,10/16/2018 0:00,Motorcycles
10319,29,8,11/3/2018 0:00,Motorcycles
10331,28,8,11/17/2018 0:00,Motorcycles
10343,29,8,11/24/2018 0:00,Motorcycles
10355,38,8,12/7/2018 0:00,Motorcycles
10364,48,7,1/6/2019 0:00,Motorcycles
10378,40,7,2/10/2019 0:00,Motorcycles
10390,41,7,3/4/2019 0:00,Motorcycles
10403,30,7,4/8/2019 0:00,Motorcycles
10104,35,1666.7,1/31/2003 0:00,Trucks and Buses
10114,28,1560.44,4/1/2003 0:00,Trucks and Buses
10127,45,2337.75,6/3/2003 0:00,Trucks and Buses
10141,24,1103.76,8/1/2003 0:00,Trucks and Buses
10151,41,2617.85,9/21/2003 0:00,Trucks and Buses
10165,48,2207.52,10/22/2003 0:00,Trucks and Buses
10175,50,3165.5,11/6/2003 0:00,Trucks and Buses
10184,33,2071.41,11/14/2003 0:00,Trucks and Buses
10195,32,1385.28,11/25/2003 0:00,Trucks and Buses
10207,27,1621.62,12/9/2003 0:00,Trucks and Buses
10219,35,8,2/10/2018 0:00,Trucks and Buses
10229,23,8,3/11/2018 0:00,Trucks and Buses
10246,35,8,5/5/2018 0:00,Trucks and Buses
10259,40,8,6/15/2018 0:00,Trucks and Buses
10271,35,8,7/20/2018 0:00,Trucks and Buses
10281,31,8,8/19/2018 0:00,Trucks and Buses
10292,50,8,9/8/2018 0:00,Trucks and Buses
10305,40,8,10/13/2018 0:00,Trucks and Buses
10313,38,8,10/22/2018 0:00,Trucks and Buses
10325,38,8,11/5/2018 0:00,Trucks and Buses
10335,40,8,11/19/2018 0:00,Trucks and Buses
10349,33,8,12/1/2018 0:00,Trucks and Buses
10359,36,8,12/15/2018 0:00,Trucks and Buses
10371,20,7,1/23/2019 0:00,Trucks and Buses
10383,32,7,2/22/2019 0:00,Trucks and Buses
10394,36,7,3/15/2019 0:00,Trucks and Buses
10412,19,6,5/3/2019 0:00,Trucks and Buses
10425,11,6,5/31/2019 0:00,Trucks and Buses
10104,49,3227.63,1/31/2003 0:00,Trains
10116,27,1711.26,4/11/2003 0:00,Trains
10127,29,2054.36,6/3/2003 0:00,Trains
10142,42,3131.94,8/8/2003 0:00,Trains
10152,33,1681.35,9/25/2003 0:00,Trains
10165,44,2351.36,10/22/2003 0:00,Trains
10176,22,1408,11/6/2003 0:00,Trains
10184,48,2445.6,11/14/2003 0:00,Trains
10195,33,1804.44,11/25/2003 0:00,Trains
10207,45,2544.75,12/9/2003 0:00,Trains
10220,20,8,2/12/2018 0:00,Trains
10230,46,8,3/15/2018 0:00,Trains
10247,40,8,5/5/2018 0:00,Trains
10272,45,8,7/20/2018 0:00,Trains
10282,36,8,8/20/2018 0:00,Trains
10292,31,8,9/8/2018 0:00,Trains
10306,46,8,10/14/2018 0:00,Trains
10314,35,8,10/22/2018 0:00,Trains
10325,28,8,11/5/2018 0:00,Trains
10336,31,8,11/20/2018 0:00,Trains
10350,27,8,12/2/2018 0:00,Trains
10359,22,8,12/15/2018 0:00,Trains
10371,30,7,1/23/2019 0:00,Trains
10383,44,7,2/22/2019 0:00,Trains
10394,30,7,3/15/2019 0:00,Trains
10413,24,6,5/5/2019 0:00,Trains
10103,45,3403.35,1/29/2003 0:00,Trucks and Buses
10113,23,1575.96,3/26/2003 0:00,Trucks and Buses
10126,26,1630.2,5/28/2003 0:00,Trucks and Buses
10140,28,1701.28,7/24/2003 0:00,Trucks and Buses
10150,49,2850.82,9/19/2003 0:00,Trucks and Buses
10164,49,2692.06,10/21/2003 0:00,Trucks and Buses
10175,29,2174.42,11/6/2003 0:00,Trucks and Buses
10183,49,3167.36,11/13/2003 0:00,Trucks and Buses
10194,39,2142.66,11/25/2003 0:00,Trucks and Buses
10206,36,2117.52,12/5/2003 0:00,Trucks and Buses
10217,39,8,2/4/2018 0:00,Trucks and Buses
10229,30,8,3/11/2018 0:00,Trucks and Buses
10245,44,8,5/4/2018 0:00,Trucks and Buses
10258,20,8,6/15/2018 0:00,Trucks and Buses
10270,21,8,7/19/2018 0:00,Trucks and Buses
10281,36,8,8/19/2018 0:00,Trucks and Buses
10291,32,8,9/8/2018 0:00,Trucks and Buses
10304,36,8,10/11/2018 0:00,Trucks and Buses
10313,34,8,10/22/2018 0:00,Trucks and Buses
10324,48,8,11/5/2018 0:00,Trucks and Buses
10333,33,8,11/18/2018 0:00,Trucks and Buses
10348,31,8,11/1/2018 0:00,Trucks and Buses
10358,36,8,12/10/2018 0:00,Trucks and Buses
10370,25,7,1/20/2019 0:00,Trucks and Buses
10382,48,7,2/17/2019 0:00,Trucks and Buses
10411,27,6,5/1/2019 0:00,Trucks and Buses
10424,44,6,5/31/2019 0:00,Trucks and Buses
10106,33,2406.36,2/17/2003 0:00,Vintage Cars
10120,29,2094.67,4/29/2003 0:00,Vintage Cars
10133,49,2797.9,6/27/2003 0:00,Vintage Cars
10144,20,1637.2,8/13/2003 0:00,Vintage Cars
10168,31,2281.91,10/28/2003 0:00,Vintage Cars
10210,39,8,1/12/2018 0:00,Vintage Cars
10223,20,8,2/20/2018 0:00,Vintage Cars
10235,34,8,4/2/2018 0:00,Vintage Cars
10250,50,8,5/11/2018 0:00,Vintage Cars
10262,40,8,6/24/2018 0:00,Vintage Cars
10275,28,8,7/23/2018 0:00,Vintage Cars
10284,50,8,8/21/2018 0:00,Vintage Cars
10297,28,8,9/16/2018 0:00,Vintage Cars
10308,46,8,10/15/2018 0:00,Vintage Cars
10316,24,8,11/1/2018 0:00,Vintage Cars
10328,24,8,11/12/2018 0:00,Vintage Cars
10340,39,8,11/24/2018 0:00,Vintage Cars
10353,40,8,12/4/2018 0:00,Vintage Cars
10361,49,8,12/17/2018 0:00,Vintage Cars
10375,44,7,2/3/2019 0:00,Vintage Cars
10388,35,7,3/3/2019 0:00,Vintage Cars
10398,22,7,3/30/2019 0:00,Vintage Cars
10401,62,7,4/3/2019 0:00,Vintage Cars
10416,26,6,5/10/2019 0:00,Vintage Cars
10108,31,3669.78,3/3/2003 0:00,Motorcycles
10121,25,2168.5,5/7/2003 0:00,Motorcycles
10135,30,2694,7/2/2003 0:00,Motorcycles
10145,27,3251.34,8/25/2003 0:00,Motorcycles
10159,23,2347.15,10/10/2003 0:00,Motorcycles
10169,34,3920.88,11/4/2003 0:00,Motorcycles
10180,22,2514.6,11/11/2003 0:00,Motorcycles
10190,42,3600.24,11/19/2003 0:00,Motorcycles
10211,37,8,1/15/2018 0:00,Motorcycles
10224,30,8,2/21/2018 0:00,Motorcycles
10237,27,8,4/5/2018 0:00,Motorcycles
10252,25,8,5/26/2018 0:00,Motorcycles
10264,34,8,6/30/2018 0:00,Motorcycles
10276,38,8,8/2/2018 0:00,Motorcycles
10285,26,8,8/27/2018 0:00,Motorcycles
10299,38,8,9/30/2018 0:00,Motorcycles
10309,50,8,10/15/2018 0:00,Motorcycles
10319,22,8,11/3/2018 0:00,Motorcycles
10331,32,8,11/17/2018 0:00,Motorcycles
10341,31,8,11/24/2018 0:00,Motorcycles
10355,40,8,12/7/2018 0:00,Motorcycles
10365,22,7,1/7/2019 0:00,Motorcycles
10375,41,7,2/3/2019 0:00,Motorcycles
10390,45,7,3/4/2019 0:00,Motorcycles
10403,45,7,4/8/2019 0:00,Motorcycles
10106,39,1565.85,2/17/2003 0:00,Vintage Cars
10120,49,2480.38,4/29/2003 0:00,Vintage Cars
10133,27,1355.13,6/27/2003 0:00,Vintage Cars
10143,34,1246.44,8/10/2003 0:00,Vintage Cars
10156,20,820.4,10/8/2003 0:00,Vintage Cars
10168,48,2492.64,10/28/2003 0:00,Vintage Cars
10199,29,1113.6,12/1/2003 0:00,Vintage Cars
10210,43,8,1/12/2018 0:00,Vintage Cars
10223,41,8,2/20/2018 0:00,Vintage Cars
10235,41,8,4/2/2018 0:00,Vintage Cars
10250,36,8,5/11/2018 0:00,Vintage Cars
10262,49,8,6/24/2018 0:00,Vintage Cars
10275,38,8,7/23/2018 0:00,Vintage Cars
10284,33,8,8/21/2018 0:00,Vintage Cars
10296,26,8,9/15/2018 0:00,Vintage Cars
10308,47,8,10/15/2018 0:00,Vintage Cars
10316,34,8,11/1/2018 0:00,Vintage Cars
10328,34,8,11/12/2018 0:00,Vintage Cars
10340,40,8,11/24/2018 0:00,Vintage Cars
10353,40,8,12/4/2018 0:00,Vintage Cars
10361,33,8,12/17/2018 0:00,Vintage Cars
10375,49,7,2/3/2019 0:00,Vintage Cars
10388,27,7,3/3/2019 0:00,Vintage Cars
10398,49,7,3/30/2019 0:00,Vintage Cars
10401,56,7,4/3/2019 0:00,Vintage Cars
10416,37,6,5/10/2019 0:00,Vintage Cars
10104,33,3705.24,1/31/2003 0:00,Trucks and Buses
10115,27,2843.91,4/4/2003 0:00,Trucks and Buses
10127,46,6176.42,6/3/2003 0:00,Trucks and Buses
10141,44,5500.44,8/1/2003 0:00,Trucks and Buses
10151,26,3220.1,9/21/2003 0:00,Trucks and Buses
10165,48,4556.16,10/22/2003 0:00,Trucks and Buses
10176,23,3114.89,11/6/2003 0:00,Trucks and Buses
10184,45,4948.2,11/14/2003 0:00,Trucks and Buses
10195,49,5161.17,11/25/2003 0:00,Trucks and Buses
10207,28,2657.76,12/9/2003 0:00,Trucks and Buses
10220,37,8,2/12/2018 0:00,Trucks and Buses
10230,34,8,3/15/2018 0:00,Trucks and Buses
10246,22,8,5/5/2018 0:00,Trucks and Buses
10259,29,8,6/15/2018 0:00,Trucks and Buses
10271,34,8,7/20/2018 0:00,Trucks and Buses
10282,38,8,8/20/2018 0:00,Trucks and Buses
10292,41,8,9/8/2018 0:00,Trucks and Buses
10305,42,8,10/13/2018 0:00,Trucks and Buses
10314,28,8,10/22/2018 0:00,Trucks and Buses
10325,38,8,11/5/2018 0:00,Trucks and Buses
10336,23,8,11/20/2018 0:00,Trucks and Buses
10350,31,8,12/2/2018 0:00,Trucks and Buses
10359,46,8,12/15/2018 0:00,Trucks and Buses
10371,48,7,1/23/2019 0:00,Trucks and Buses
10383,29,7,2/22/2019 0:00,Trucks and Buses
10395,46,7,3/17/2019 0:00,Trucks and Buses
10412,26,6,5/3/2019 0:00,Trucks and Buses
10425,18,6,5/31/2019 0:00,Trucks and Buses
10104,32,1705.92,1/31/2003 0:00,Trains
10117,21,1033.41,4/16/2003 0:00,Trains
10127,46,3179.52,6/3/2003 0:00,Trains
10142,42,2091.18,8/8/2003 0:00,Trains
10153,31,1779.71,9/28/2003 0:00,Trains
10165,38,2537.64,10/22/2003 0:00,Trains
10176,38,2448.72,11/6/2003 0:00,Trains
10185,20,972.4,11/14/2003 0:00,Trains
10196,46,2856.14,11/26/2003 0:00,Trains
10208,30,8,1/2/2018 0:00,Trains
10220,30,8,2/12/2018 0:00,Trains
10230,43,8,3/15/2018 0:00,Trains
10247,49,8,5/5/2018 0:00,Trains
10272,43,8,7/20/2018 0:00,Trains
10282,37,8,8/20/2018 0:00,Trains
10292,35,8,9/8/2018 0:00,Trains
10306,34,8,10/14/2018 0:00,Trains
10314,38,8,10/22/2018 0:00,Trains
10325,44,8,11/5/2018 0:00,Trains
10337,21,8,11/21/2018 0:00,Trains
10350,44,8,12/2/2018 0:00,Trains
10359,25,8,12/15/2018 0:00,Trains
10372,24,7,1/26/2019 0:00,Trains
10383,38,7,2/22/2019 0:00,Trains
10395,45,7,3/17/2019 0:00,Trains
10413,51,6,5/5/2019 0:00,Trains
10108,34,2821.66,3/3/2003 0:00,Motorcycles
10121,44,3293.4,5/7/2003 0:00,Motorcycles
10135,44,4224,7/2/2003 0:00,Motorcycles
10145,38,3091.68,8/25/2003 0:00,Motorcycles
10159,31,2219.6,10/10/2003 0:00,Motorcycles
10169,48,3866.4,11/4/2003 0:00,Motorcycles
10180,21,1964.76,11/11/2003 0:00,Motorcycles
10190,40,2668.8,11/19/2003 0:00,Motorcycles
10211,40,8,1/15/2018 0:00,Motorcycles
10224,50,8,2/21/2018 0:00,Motorcycles
10237,20,8,4/5/2018 0:00,Motorcycles
10252,48,8,5/26/2018 0:00,Motorcycles
10264,47,8,6/30/2018 0:00,Motorcycles
10276,21,8,8/2/2018 0:00,Motorcycles
10285,39,8,8/27/2018 0:00,Motorcycles
10299,44,8,9/30/2018 0:00,Motorcycles
10309,28,8,10/15/2018 0:00,Motorcycles
10319,45,8,11/3/2018 0:00,Motorcycles
10331,20,8,11/17/2018 0:00,Motorcycles
10341,38,8,11/24/2018 0:00,Motorcycles
10356,26,8,12/9/2018 0:00,Motorcycles
10365,44,7,1/7/2019 0:00,Motorcycles
10375,49,7,2/3/2019 0:00,Motorcycles
10390,22,7,3/4/2019 0:00,Motorcycles
10403,31,7,4/8/2019 0:00,Motorcycles
10105,41,2897.47,2/11/2003 0:00,Ships
10119,25,1916.75,4/28/2003 0:00,Ships
10129,31,1860,6/12/2003 0:00,Ships
10142,41,2624,8/8/2003 0:00,Ships
10153,43,2780.81,9/28/2003 0:00,Ships
10167,43,3239.62,10/23/2003 0:00,Ships
10177,24,1824,11/7/2003 0:00,Ships
10185,21,1134,11/14/2003 0:00,Ships
10197,23,1487.41,11/26/2003 0:00,Ships
10208,38,8,1/2/2018 0:00,Ships
10222,31,8,2/19/2018 0:00,Ships
10233,36,8,3/29/2018 0:00,Ships
10248,36,8,5/7/2018 0:00,Ships
10261,34,8,6/17/2018 0:00,Ships
10273,21,8,7/21/2018 0:00,Ships
10283,45,8,8/20/2018 0:00,Ships
10295,26,8,9/10/2018 0:00,Ships
10306,50,8,10/14/2018 0:00,Ships
10315,41,8,10/29/2018 0:00,Ships
10326,39,8,11/9/2018 0:00,Ships
10339,22,8,11/23/2018 0:00,Ships
10350,46,8,12/2/2018 0:00,Ships
10373,44,7,1/31/2019 0:00,Ships
10385,25,7,2/28/2019 0:00,Ships
10396,39,7,3/23/2019 0:00,Ships
10414,37,6,5/6/2019 0:00,Ships
10106,31,3312.97,2/17/2003 0:00,Planes
10120,47,3863.87,4/29/2003 0:00,Planes
10133,24,1863.36,6/27/2003 0:00,Planes
10143,36,3945.96,8/10/2003 0:00,Planes
10156,48,4954.08,10/8/2003 0:00,Planes
10168,28,2762.2,10/28/2003 0:00,Planes
10199,48,3989.76,12/1/2003 0:00,Planes
10210,21,8,1/12/2018 0:00,Planes
10223,25,8,2/20/2018 0:00,Planes
10235,25,8,4/2/2018 0:00,Planes
10250,31,8,5/11/2018 0:00,Planes
10262,40,8,6/24/2018 0:00,Planes
10275,32,8,7/23/2018 0:00,Planes
10284,24,8,8/21/2018 0:00,Planes
10296,42,8,9/15/2018 0:00,Planes
10308,21,8,10/15/2018 0:00,Planes
10316,34,8,11/1/2018 0:00,Planes
10328,27,8,11/12/2018 0:00,Planes
10340,30,8,11/24/2018 0:00,Planes
10353,39,8,12/4/2018 0:00,Planes
10361,20,8,12/17/2018 0:00,Planes
10375,37,7,2/3/2019 0:00,Planes
10388,46,7,3/3/2019 0:00,Planes
10398,47,7,3/30/2019 0:00,Planes
10401,11,7,4/3/2019 0:00,Planes
10416,23,6,5/10/2019 0:00,Planes
10105,29,2034.35,2/11/2003 0:00,Ships
10117,38,3027.84,4/16/2003 0:00,Ships
10128,32,3104,6/6/2003 0:00,Ships
10142,43,3612.43,8/8/2003 0:00,Ships
10153,31,2711.88,9/28/2003 0:00,Ships
10166,29,3013.97,10/21/2003 0:00,Ships
10177,31,2738.54,11/7/2003 0:00,Ships
10185,30,2832,11/14/2003 0:00,Ships
10196,50,4720,11/26/2003 0:00,Ships
10208,40,8,1/2/2018 0:00,Ships
10221,23,8,2/18/2018 0:00,Ships
10232,26,8,3/20/2018 0:00,Ships
10248,40,8,5/7/2018 0:00,Ships
10273,21,8,7/21/2018 0:00,Ships
10282,43,8,8/20/2018 0:00,Ships
10293,29,8,9/9/2018 0:00,Ships
10306,38,8,10/14/2018 0:00,Ships
10314,23,8,10/22/2018 0:00,Ships
10327,20,8,11/10/2018 0:00,Ships
10337,36,8,11/21/2018 0:00,Ships
10350,28,8,12/2/2018 0:00,Ships
10372,44,7,1/26/2019 0:00,Ships
10384,49,7,2/23/2019 0:00,Ships
10397,32,7,3/28/2019 0:00,Ships
10414,34,6,5/6/2019 0:00,Ships
10106,30,3177.3,2/17/2003 0:00,Ships
10119,29,2730.06,4/28/2003 0:00,Ships
10131,22,1891.78,6/16/2003 0:00,Ships
10143,26,2612.48,8/10/2003 0:00,Ships
10155,32,2925.76,10/6/2003 0:00,Ships
10167,29,2940.02,10/23/2003 0:00,Ships
10178,34,3293.24,11/8/2003 0:00,Ships
10186,24,2389.68,11/14/2003 0:00,Ships
10197,24,2172.48,11/26/2003 0:00,Ships
10209,33,8,1/9/2018 0:00,Ships
10222,26,8,2/19/2018 0:00,Ships
10249,40,8,5/8/2018 0:00,Ships
10262,44,8,6/24/2018 0:00,Ships
10274,24,8,7/21/2018 0:00,Ships
10283,20,8,8/20/2018 0:00,Ships
10296,34,8,9/15/2018 0:00,Ships
10307,34,8,10/14/2018 0:00,Ships
10316,45,8,11/1/2018 0:00,Ships
10328,41,8,11/12/2018 0:00,Ships
10339,55,8,11/23/2018 0:00,Ships
10352,23,8,12/3/2018 0:00,Ships
10361,24,8,12/17/2018 0:00,Ships
10373,32,7,1/31/2019 0:00,Ships
10386,29,7,3/1/2019 0:00,Ships
10398,36,7,3/30/2019 0:00,Ships
10400,46,7,4/1/2019 0:00,Ships
10415,32,6,5/9/2019 0:00,Ships
10106,34,3763.46,2/17/2003 0:00,Planes
10120,24,2584.8,4/29/2003 0:00,Planes
10131,40,4427.6,6/16/2003 0:00,Planes
10143,26,2152.02,8/10/2003 0:00,Planes
10155,20,2353.4,10/6/2003 0:00,Planes
10168,31,3431.39,10/28/2003 0:00,Planes
10178,22,1930.5,11/8/2003 0:00,Planes
10198,42,4774.56,11/27/2003 0:00,Planes
10210,26,8,1/12/2018 0:00,Planes
10222,37,8,2/19/2018 0:00,Planes
10235,38,8,4/2/2018 0:00,Planes
10250,35,8,5/11/2018 0:00,Planes
10262,33,8,6/24/2018 0:00,Planes
10275,39,8,7/23/2018 0:00,Planes
10284,45,8,8/21/2018 0:00,Planes
10296,24,8,9/15/2018 0:00,Planes
10308,35,8,10/15/2018 0:00,Planes
10316,23,8,11/1/2018 0:00,Planes
10328,37,8,11/12/2018 0:00,Planes
10340,55,8,11/24/2018 0:00,Planes
10352,49,8,12/3/2018 0:00,Planes
10361,26,8,12/17/2018 0:00,Planes
10375,33,7,2/3/2019 0:00,Planes
10386,37,7,3/1/2019 0:00,Planes
10398,22,7,3/30/2019 0:00,Planes
10401,85,7,4/3/2019 0:00,Planes
10416,22,6,5/10/2019 0:00,Planes
10105,31,2038.87,2/11/2003 0:00,Ships
10119,38,2499.26,4/28/2003 0:00,Ships
10129,45,3838.05,6/12/2003 0:00,Ships
10143,31,2643.99,8/10/2003 0:00,Ships
10154,36,2315.88,10/2/2003 0:00,Ships
10167,46,3225.06,10/23/2003 0:00,Ships
10177,32,2451.84,11/7/2003 0:00,Ships
10185,39,2254.98,11/14/2003 0:00,Ships
10197,50,3939.5,11/26/2003 0:00,Ships
10208,46,8,1/2/2018 0:00,Ships
10222,36,8,2/19/2018 0:00,Ships
10233,29,8,3/29/2018 0:00,Ships
10248,32,8,5/7/2018 0:00,Ships
10261,44,8,6/17/2018 0:00,Ships
10273,42,8,7/21/2018 0:00,Ships
10283,47,8,8/20/2018 0:00,Ships
10295,44,8,9/10/2018 0:00,Ships
10306,43,8,10/14/2018 0:00,Ships
10316,48,8,11/1/2018 0:00,Ships
10327,21,8,11/10/2018 0:00,Ships
10339,50,8,11/23/2018 0:00,Ships
10350,29,8,12/2/2018 0:00,Ships
10373,41,7,1/31/2019 0:00,Ships
10386,37,7,3/1/2019 0:00,Ships
10397,22,7,3/28/2019 0:00,Ships
10414,31,6,5/6/2019 0:00,Ships
10103,42,4460.82,1/29/2003 0:00,Classic Cars
10114,42,4758.18,4/1/2003 0:00,Classic Cars
10126,45,4597.2,5/28/2003 0:00,Classic Cars
10140,36,4114.8,7/24/2003 0:00,Classic Cars
10150,20,2104,9/19/2003 0:00,Classic Cars
10164,39,3195.27,10/21/2003 0:00,Classic Cars
10175,42,3611.16,11/6/2003 0:00,Classic Cars
10183,23,2000.77,11/13/2003 0:00,Classic Cars
10194,26,2314.26,11/25/2003 0:00,Classic Cars
10206,33,3871.89,12/5/2003 0:00,Classic Cars
10217,31,8,2/4/2018 0:00,Classic Cars
10229,50,8,3/11/2018 0:00,Classic Cars
10245,44,8,5/4/2018 0:00,Classic Cars
10258,45,8,6/15/2018 0:00,Classic Cars
10270,46,8,7/19/2018 0:00,Classic Cars
10281,27,8,8/19/2018 0:00,Classic Cars
10291,28,8,9/8/2018 0:00,Classic Cars
10304,40,8,10/11/2018 0:00,Classic Cars
10313,30,8,10/22/2018 0:00,Classic Cars
10324,34,8,11/5/2018 0:00,Classic Cars
10336,46,8,11/20/2018 0:00,Classic Cars
10348,32,8,11/1/2018 0:00,Classic Cars
10358,27,8,12/10/2018 0:00,Classic Cars
10371,34,7,1/23/2019 0:00,Classic Cars
10382,34,7,2/17/2019 0:00,Classic Cars
10411,34,6,5/1/2019 0:00,Classic Cars
10424,46,6,5/31/2019 0:00,Classic Cars
10106,32,3986.56,2/17/2003 0:00,Planes
10120,24,3417.12,4/29/2003 0:00,Planes
10133,27,2691.09,6/27/2003 0:00,Planes
10145,20,2752.6,8/25/2003 0:00,Planes
10168,36,4527.72,10/28/2003 0:00,Planes
10188,29,3957.05,11/18/2003 0:00,Planes
10210,25,8,1/12/2018 0:00,Planes
10223,29,8,2/20/2018 0:00,Planes
10235,25,8,4/2/2018 0:00,Planes
10250,44,8,5/11/2018 0:00,Planes
10263,47,8,6/28/2018 0:00,Planes
10275,48,8,7/23/2018 0:00,Planes
10285,45,8,8/27/2018 0:00,Planes
10297,35,8,9/16/2018 0:00,Planes
10308,31,8,10/15/2018 0:00,Planes
10318,50,8,11/2/2018 0:00,Planes
10328,33,8,11/12/2018 0:00,Planes
10340,29,8,11/24/2018 0:00,Planes
10353,48,8,12/4/2018 0:00,Planes
10361,44,8,12/17/2018 0:00,Planes
10375,25,7,2/3/2019 0:00,Planes
10388,50,7,3/3/2019 0:00,Planes
10398,23,7,3/30/2019 0:00,Planes
10401,21,7,4/3/2019 0:00,Planes
10416,41,6,5/10/2019 0:00,Planes
10106,44,3273.6,2/17/2003 0:00,Planes
10120,43,3268,4/29/2003 0:00,Planes
10143,28,2688,8/10/2003 0:00,Planes
10155,43,3715.2,10/6/2003 0:00,Planes
10168,48,4608,10/28/2003 0:00,Planes
10199,38,3131.2,12/1/2003 0:00,Planes
10210,31,8,1/12/2018 0:00,Planes
10223,26,8,2/20/2018 0:00,Planes
10235,32,8,4/2/2018 0:00,Planes
10250,44,8,5/11/2018 0:00,Planes
10262,27,8,6/24/2018 0:00,Planes
10275,43,8,7/23/2018 0:00,Planes
10284,25,8,8/21/2018 0:00,Planes
10296,22,8,9/15/2018 0:00,Planes
10308,21,8,10/15/2018 0:00,Planes
10316,48,8,11/1/2018 0:00,Planes
10328,33,8,11/12/2018 0:00,Planes
10341,34,8,11/24/2018 0:00,Planes
10353,43,8,12/4/2018 0:00,Planes
10361,44,8,12/17/2018 0:00,Planes
10375,44,7,2/3/2019 0:00,Planes
10386,32,7,3/1/2019 0:00,Planes
